Step, Time, Epot, Ekin, Etot
9424, 376.960000, -592841.242470, 5886.535777, -586954.706693
9425, 377.000000, -592924.486880, 5873.260195, -587051.226684
9426, 377.040000, -593731.858668, 5865.064803, -587866.793865
9427, 377.080000, -594859.416550, 5843.604660, -589015.811890
9428, 377.120000, -590864.167899, 5823.939425, -585040.228475
9429, 377.160000, -590652.902809, 5808.832996, -584844.069813
9430, 377.200000, -591254.524330, 5837.946433, -585416.577897
9431, 377.240000, -592679.042654, 5852.761716, -586826.280938
9432, 377.280000, -594100.351472, 5908.185340, -588192.166132
9433, 377.320000, -594371.527854, 5933.979574, -588437.548280
9434, 377.360000, -592142.639436, 5924.855338, -586217.784098
9435, 377.400000, -593137.514545, 5965.643599, -587171.870946
9436, 377.440000, -595015.191176, 6008.257326, -589006.933850
9437, 377.480000, -592392.618749, 5988.523476, -586404.095274
9438, 377.520000, -593307.426496, 5929.087593, -587378.338902
9439, 377.560000, -592995.521641, 5906.939208, -587088.582433
9440, 377.600000, -589898.714909, 5892.797690, -584005.917219
9441, 377.640000, -590265.340536, 5861.366661, -584403.973875
9442, 377.680000, -589391.754460, 5832.665032, -583559.089428
9443, 377.720000, -591538.341391, 5838.012691, -585700.328700
9444, 377.760000, -592372.684669, 5881.347315, -586491.337354
9445, 377.800000, -592217.168239, 5911.763566, -586305.404673
9446, 377.840000, -591404.084127, 5952.113635, -585451.970492
9447, 377.880000, -591035.824433, 5964.522141, -585071.302292
9448, 377.920000, -590664.800514, 5979.440689, -584685.359825
9449, 377.960000, -591961.276669, 5952.650056, -586008.626612
9450, 378.000000, -594714.110523, 5966.142422, -588747.968100
9451, 378.040000, -594103.015370, 5954.636354, -588148.379016
9452, 378.080000, -594114.934798, 5918.404448, -588196.530350
9453, 378.120000, -591763.720826, 5912.778334, -585850.942492
9454, 378.160000, -591966.518188, 5915.313708, -586051.204480
9455, 378.200000, -592632.450943, 5968.926827, -586663.524115
9456, 378.240000, -593864.150862, 5980.800517, -587883.350345
9457, 378.280000, -591987.820968, 5936.294597, -586051.526371
9458, 378.320000, -591124.248852, 5869.878441, -585254.370411
9459, 378.360000, -592712.022224, 5827.278956, -586884.743268
9460, 378.400000, -593367.570221, 5836.183199, -587531.387022
9461, 378.440000, -594118.498184, 5901.938049, -588216.560135
9462, 378.480000, -591934.989896, 6010.076633, -585924.913262
9463, 378.520000, -592430.638333, 6085.108784, -586345.529549
9464, 378.560000, -591838.328603, 6105.259209, -585733.069394
9465, 378.600000, -592434.389234, 6041.639210, -586392.750024
9466, 378.640000, -592073.767166, 5962.149661, -586111.617505
9467, 378.680000, -595130.998191, 5939.184977, -589191.813214
9468, 378.720000, -595883.045933, 5942.846912, -589940.199021
9469, 378.760000, -596780.077851, 5947.425814, -590832.652037
9470, 378.800000, -595242.292334, 5936.034320, -589306.258013
9471, 378.840000, -592836.908255, 5883.765390, -586953.142865
9472, 378.880000, -594373.344988, 5845.489710, -588527.855277
9473, 378.920000, -594475.349060, 5836.001786, -588639.347274
9474, 378.960000, -592684.198814, 5839.985566, -586844.213248
9475, 379.000000, -593546.922635, 5865.364318, -587681.558317
9476, 379.040000, -592958.369398, 5880.653745, -587077.715652
9477, 379.080000, -592605.660786, 5877.573236, -586728.087549
9478, 379.120000, -593182.035782, 5891.946861, -587290.088921
9479, 379.160000, -593749.425842, 5825.914987, -587923.510856
9480, 379.200000, -594110.540587, 5743.460448, -588367.080139
9481, 379.240000, -593298.134021, 5723.306654, -587574.827368
9482, 379.280000, -592035.528894, 5764.989138, -586270.539756
9483, 379.320000, -592736.719688, 5799.257679, -586937.462009
9484, 379.360000, -591419.535403, 5838.623290, -585580.912113
9485, 379.400000, -593414.567807, 5908.994811, -587505.572995
9486, 379.440000, -593479.385793, 5917.420654, -587561.965139
9487, 379.480000, -592486.578534, 5911.880118, -586574.698416
9488, 379.520000, -591097.955467, 5898.357716, -585199.597751
9489, 379.560000, -591367.255534, 5872.678452, -585494.577082
9490, 379.600000, -591728.920729, 5857.484943, -585871.435785
9491, 379.640000, -591483.045054, 5888.996235, -585594.048819
9492, 379.680000, -595092.019603, 5948.042611, -589143.976992
9493, 379.720000, -593222.873807, 5946.150438, -587276.723369
9494, 379.760000, -594897.778153, 5880.716279, -589017.061875
9495, 379.800000, -592280.105806, 5859.058201, -586421.047605
9496, 379.840000, -592145.160852, 5861.668379, -586283.492474
9497, 379.880000, -593993.314056, 5821.755111, -588171.558945
9498, 379.920000, -593627.675297, 5743.340797, -587884.334499
9499, 379.960000, -592342.501408, 5733.391560, -586609.109848
9500, 380.000000, -593059.424912, 5773.989914, -587285.434998
9501, 380.040000, -594330.365149, 5783.940638, -588546.424511
9502, 380.080000, -593235.379585, 5768.596411, -587466.783174
9503, 380.120000, -593010.926964, 5776.909491, -587234.017473
9504, 380.160000, -593801.562114, 5780.967032, -588020.595083
9505, 380.200000, -596442.284575, 5857.673779, -590584.610796
9506, 380.240000, -595182.919711, 5897.130881, -589285.788830
9507, 380.280000, -593011.429463, 5815.421427, -587196.008035
9508, 380.320000, -592905.426396, 5733.800810, -587171.625586
9509, 380.360000, -591240.749701, 5723.920949, -585516.828751
9510, 380.400000, -592778.657124, 5791.395536, -586987.261588
9511, 380.440000, -595726.451857, 5858.463481, -589867.988376
9512, 380.480000, -593202.164627, 5878.618153, -587323.546474
9513, 380.520000, -593848.309117, 5865.750521, -587982.558596
9514, 380.560000, -595609.636309, 5917.443941, -589692.192368
9515, 380.600000, -595557.237301, 5906.765961, -589650.471340
9516, 380.640000, -595312.289172, 5873.218331, -589439.070841
9517, 380.680000, -596509.578728, 5831.126751, -590678.451977
9518, 380.720000, -597071.021903, 5775.082996, -591295.938907
9519, 380.760000, -594423.957334, 5747.995115, -588675.962219
9520, 380.800000, -594098.284827, 5767.000115, -588331.284712
9521, 380.840000, -593610.567855, 5788.890674, -587821.677181
9522, 380.880000, -594680.941983, 5813.765470, -588867.176514
9523, 380.920000, -593760.276765, 5843.110896, -587917.165869
9524, 380.960000, -595798.319792, 5828.106769, -589970.213023
9525, 381.000000, -596869.816628, 5858.139893, -591011.676735
9526, 381.040000, -597261.971420, 5886.372575, -591375.598845
9527, 381.080000, -597158.638221, 5837.042513, -591321.595708
9528, 381.120000, -598045.916371, 5759.743223, -592286.173148
9529, 381.160000, -595835.845842, 5759.817866, -590076.027977
9530, 381.200000, -593871.703750, 5822.402505, -588049.301245
9531, 381.240000, -594847.920842, 5885.283704, -588962.637138
9532, 381.280000, -595051.414685, 5858.061146, -589193.353539
9533, 381.320000, -594933.682135, 5787.583810, -589146.098325
9534, 381.360000, -593212.193104, 5744.554853, -587467.638251
9535, 381.400000, -594889.871351, 5754.079993, -589135.791358
9536, 381.440000, -592631.736290, 5810.104530, -586821.631760
9537, 381.480000, -592585.433963, 5807.084080, -586778.349883
9538, 381.520000, -592077.469906, 5815.389996, -586262.079910
9539, 381.560000, -594916.950014, 5862.331577, -589054.618436
9540, 381.600000, -593026.970505, 5843.022483, -587183.948022
9541, 381.640000, -596806.581094, 5780.826701, -591025.754393
9542, 381.680000, -596247.279839, 5777.846311, -590469.433528
9543, 381.720000, -594507.503892, 5821.844574, -588685.659318
9544, 381.760000, -593319.742474, 5856.274580, -587463.467893
9545, 381.800000, -592870.449691, 5857.804484, -587012.645207
9546, 381.840000, -591383.013048, 5852.877066, -585530.135982
9547, 381.880000, -592113.130351, 5882.670479, -586230.459873
9548, 381.920000, -590233.769527, 5924.988380, -584308.781147
9549, 381.960000, -590518.107686, 5933.929128, -584584.178558
9550, 382.000000, -591656.694650, 5955.000029, -585701.694621
9551, 382.040000, -589949.010787, 5914.270952, -584034.739836
9552, 382.080000, -591497.198642, 5854.696991, -585642.501650
9553, 382.120000, -590233.927715, 5806.310019, -584427.617695
9554, 382.160000, -588154.066340, 5823.080540, -582330.985799
9555, 382.200000, -589882.459880, 5869.416717, -584013.043163
9556, 382.240000, -590455.099959, 5939.709436, -584515.390523
9557, 382.280000, -592900.099676, 5975.993611, -586924.106066
9558, 382.320000, -593933.372534, 5937.564467, -587995.808067
9559, 382.360000, -594853.422447, 5887.299856, -588966.122591
9560, 382.400000, -594562.251674, 5825.373695, -588736.877979
9561, 382.440000, -593037.306201, 5822.711632, -587214.594569
9562, 382.480000, -592512.260350, 5889.966795, -586622.293555
9563, 382.520000, -593067.310706, 5941.470594, -587125.840112
9564, 382.560000, -592280.553885, 5885.811548, -586394.742337
9565, 382.600000, -593580.565127, 5787.805584, -587792.759543
9566, 382.640000, -593057.189752, 5752.838201, -587304.351551
9567, 382.680000, -592233.734745, 5745.609448, -586488.125297
9568, 382.720000, -591244.716995, 5773.242393, -585471.474602
9569, 382.760000, -590893.668487, 5844.437390, -585049.231097
9570, 382.800000, -591290.876468, 5900.451773, -585390.424695
9571, 382.840000, -591858.588652, 5933.374928, -585925.213724
9572, 382.880000, -594187.030301, 5944.969393, -588242.060908
9573, 382.920000, -594580.178788, 5934.207655, -588645.971132
9574, 382.960000, -593193.598307, 5902.678828, -587290.919478
9575, 383.000000, -589883.859759, 5867.095168, -584016.764592
9576, 383.040000, -590677.906805, 5859.994426, -584817.912379
9577, 383.080000, -591197.568100, 5911.287739, -585286.280361
9578, 383.120000, -592039.691438, 5958.880400, -586080.811038
9579, 383.160000, -595226.086390, 5994.731310, -589231.355080
9580, 383.200000, -594052.889990, 5992.123407, -588060.766582
9581, 383.240000, -590687.318832, 5961.830871, -584725.487961
9582, 383.280000, -590900.331764, 6010.176324, -584890.155440
9583, 383.320000, -592467.949807, 6057.044817, -586410.904990
9584, 383.360000, -590356.781896, 6053.719195, -584303.062701
9585, 383.400000, -589758.679631, 5977.236834, -583781.442797
9586, 383.440000, -588595.157870, 5914.551901, -582680.605969
9587, 383.480000, -590867.172407, 5911.446722, -584955.725685
9588, 383.520000, -592163.732681, 5954.123492, -586209.609188
9589, 383.560000, -592112.190031, 6021.986382, -586090.203648
9590, 383.600000, -592608.009195, 6063.881043, -586544.128152
9591, 383.640000, -592084.986381, 6096.527201, -585988.459181
9592, 383.680000, -593674.039845, 6059.619180, -587614.420665
9593, 383.720000, -592110.466296, 5989.852176, -586120.614120
9594, 383.760000, -592559.397356, 5885.898933, -586673.498422
9595, 383.800000, -592867.197148, 5855.642973, -587011.554174
9596, 383.840000, -592171.140473, 5838.917376, -586332.223096
9597, 383.880000, -590179.432785, 5831.719683, -584347.713102
9598, 383.920000, -590186.885792, 5882.193743, -584304.692049
9599, 383.960000, -590168.887803, 5912.121855, -584256.765947
9600, 384.000000, -591870.331484, 5890.480067, -585979.851417
9601, 384.040000, -592256.867929, 5869.380686, -586387.487243
9602, 384.080000, -593218.525359, 5870.719597, -587347.805762
9603, 384.120000, -589661.428658, 5889.649764, -583771.778894
9604, 384.160000, -590005.070528, 5919.636215, -584085.434313
9605, 384.200000, -590407.741600, 5963.276271, -584444.465329
9606, 384.240000, -592638.636983, 6015.328812, -586623.308171
9607, 384.280000, -593620.132827, 5986.684494, -587633.448333
9608, 384.320000, -593592.614932, 5949.566280, -587643.048652
9609, 384.360000, -592646.060451, 5930.567929, -586715.492521
9610, 384.400000, -590961.576177, 5919.668700, -585041.907477
9611, 384.440000, -589797.042059, 5899.817452, -583897.224607
9612, 384.480000, -589827.319431, 5948.740544, -583878.578887
9613, 384.520000, -589348.710622, 6022.801311, -583325.909310
9614, 384.560000, -589827.222383, 6052.029606, -583775.192777
9615, 384.600000, -589581.955312, 6046.276145, -583535.679166
9616, 384.640000, -590847.130296, 5997.229445, -584849.900851
9617, 384.680000, -590414.509738, 5970.534145, -584443.975592
9618, 384.720000, -591120.169966, 5973.128954, -585147.041012
9619, 384.760000, -590992.195483, 5959.539958, -585032.655525
9620, 384.800000, -591574.494993, 5934.954279, -585639.540714
9621, 384.840000, -588551.196702, 5930.286982, -582620.909720
9622, 384.880000, -588640.928226, 5956.335175, -582684.593051
9623, 384.920000, -591183.454654, 6019.549545, -585163.905109
9624, 384.960000, -591134.625576, 6060.593353, -585074.032224
9625, 385.000000, -592931.475064, 6093.871261, -586837.603803
9626, 385.040000, -592064.935522, 6111.874093, -585953.061429
9627, 385.080000, -591221.061966, 6058.685578, -585162.376388
9628, 385.120000, -591405.671657, 6017.356633, -585388.315024
9629, 385.160000, -589617.671032, 6036.851720, -583580.819312
9630, 385.200000, -590253.802966, 6039.186072, -584214.616894
9631, 385.240000, -589562.119035, 6040.033461, -583522.085574
9632, 385.280000, -590507.695558, 6058.732392, -584448.963165
9633, 385.320000, -591916.147930, 6076.447057, -585839.700874
9634, 385.360000, -592426.432687, 6090.692326, -586335.740360
9635, 385.400000, -592632.812788, 6061.056997, -586571.755790
9636, 385.440000, -591157.950741, 6005.200012, -585152.750728
9637, 385.480000, -590439.874180, 5954.800978, -584485.073203
9638, 385.520000, -590019.732449, 5953.326046, -584066.406403
9639, 385.560000, -589113.439495, 5959.660742, -583153.778753
9640, 385.600000, -591149.474328, 6040.770849, -585108.703479
9641, 385.640000, -590425.185772, 6067.556908, -584357.628864
9642, 385.680000, -591479.496189, 6030.520124, -585448.976065
9643, 385.720000, -590490.774429, 5999.770306, -584491.004123
9644, 385.760000, -590786.526417, 5974.041099, -584812.485319
9645, 385.800000, -591765.039143, 5965.452080, -585799.587063
9646, 385.840000, -590015.525871, 5947.354894, -584068.170977
9647, 385.880000, -588973.528408, 5952.840043, -583020.688365
9648, 385.920000, -590125.062668, 5978.665158, -584146.397511
9649, 385.960000, -590499.915805, 5948.310590, -584551.605215
9650, 386.000000, -591166.755191, 5873.106422, -585293.648769
9651, 386.040000, -591640.338706, 5845.595596, -585794.743110
9652, 386.080000, -592031.032791, 5876.730419, -586154.302372
9653, 386.120000, -592924.260520, 5886.976424, -587037.284097
9654, 386.160000, -593558.201098, 5885.031335, -587673.169764
9655, 386.200000, -593758.515385, 5836.056680, -587922.458706
9656, 386.240000, -592844.741304, 5787.405479, -587057.335826
9657, 386.280000, -591738.050972, 5767.059339, -585970.991633
9658, 386.320000, -591518.268016, 5818.422280, -585699.845736
9659, 386.360000, -593788.923866, 5833.028043, -587955.895823
9660, 386.400000, -593246.752319, 5844.209812, -587402.542507
9661, 386.440000, -590993.138603, 5872.703444, -585120.435159
9662, 386.480000, -591031.938682, 5887.633962, -585144.304720
9663, 386.520000, -590936.105571, 5939.783422, -584996.322150
9664, 386.560000, -590737.319668, 5989.138715, -584748.180953
9665, 386.600000, -592378.157267, 5990.147049, -586388.010217
9666, 386.640000, -592105.600568, 5969.129284, -586136.471285
9667, 386.680000, -589764.499044, 5924.861343, -583839.637701
9668, 386.720000, -590971.786647, 5874.765288, -585097.021358
9669, 386.760000, -591573.894479, 5851.947464, -585721.947015
9670, 386.800000, -588772.975632, 5811.140440, -582961.835192
9671, 386.840000, -591546.441660, 5809.297158, -585737.144502
9672, 386.880000, -593903.025712, 5818.256274, -588084.769439
9673, 386.920000, -593737.511869, 5851.788845, -587885.723024
9674, 386.960000, -592172.009259, 5922.673831, -586249.335428
9675, 387.000000, -591314.361781, 5934.309792, -585380.051989
9676, 387.040000, -591960.795292, 5894.764014, -586066.031277
9677, 387.080000, -590858.705758, 5849.907611, -585008.798147
9678, 387.120000, -590178.802258, 5826.145756, -584352.656502
9679, 387.160000, -591395.690818, 5839.064137, -585556.626681
9680, 387.200000, -593022.005564, 5856.939034, -587165.066530
9681, 387.240000, -589984.876744, 5847.137744, -584137.739000
9682, 387.280000, -589097.915880, 5832.243351, -583265.672529
9683, 387.320000, -589961.914349, 5842.547179, -584119.367170
9684, 387.360000, -591171.430591, 5850.342900, -585321.087691
9685, 387.400000, -588796.926141, 5863.567649, -582933.358491
9686, 387.440000, -587841.432431, 5882.810519, -581958.621912
9687, 387.480000, -587996.369399, 5860.532904, -582135.836495
9688, 387.520000, -589782.026563, 5856.264440, -583925.762123
9689, 387.560000, -592458.895495, 5872.244170, -586586.651324
9690, 387.600000, -592009.810114, 5890.120353, -586119.689761
9691, 387.640000, -593520.522773, 5856.448330, -587664.074443
9692, 387.680000, -593683.450587, 5802.911323, -587880.539264
9693, 387.720000, -592759.507491, 5808.893988, -586950.613503
9694, 387.760000, -592604.620715, 5825.652309, -586778.968406
9695, 387.800000, -592904.166580, 5838.987599, -587065.178980
9696, 387.840000, -594046.268537, 5858.318491, -588187.950045
9697, 387.880000, -592166.098719, 5796.093859, -586370.004860
9698, 387.920000, -590364.880909, 5715.149781, -584649.731128
9699, 387.960000, -587658.817090, 5703.041059, -581955.776031
9700, 388.000000, -588842.521546, 5740.980865, -583101.540681
9701, 388.040000, -589561.169100, 5822.930098, -583738.239002
9702, 388.080000, -590798.309214, 5852.791998, -584945.517216
9703, 388.120000, -590462.429356, 5855.752140, -584606.677216
9704, 388.160000, -588758.950938, 5789.136628, -582969.814311
9705, 388.200000, -588801.992790, 5732.136273, -583069.856517
9706, 388.240000, -589360.901675, 5747.806836, -583613.094838
9707, 388.280000, -590500.513430, 5756.449110, -584744.064320
9708, 388.320000, -588874.527281, 5773.664950, -583100.862331
9709, 388.360000, -587593.304562, 5848.720256, -581744.584306
9710, 388.400000, -589587.067281, 5886.488959, -583700.578322
9711, 388.440000, -591089.233921, 5891.226965, -585198.006956
9712, 388.480000, -591658.117333, 5872.142036, -585785.975297
9713, 388.520000, -590625.975564, 5869.061781, -584756.913783
9714, 388.560000, -590773.095432, 5871.389567, -584901.705865
9715, 388.600000, -588887.476154, 5882.667099, -583004.809055
9716, 388.640000, -588885.424926, 5863.393659, -583022.031267
9717, 388.680000, -589343.754123, 5862.834719, -583480.919404
9718, 388.720000, -589642.463433, 5926.896401, -583715.567032
9719, 388.760000, -590501.885606, 5968.796020, -584533.089586
9720, 388.800000, -591241.569552, 5946.313804, -585295.255748
9721, 388.840000, -590054.251974, 5902.429219, -584151.822754
9722, 388.880000, -590931.337347, 5871.167286, -585060.170061
9723, 388.920000, -589010.232566, 5845.475954, -583164.756612
9724, 388.960000, -589497.708714, 5811.415966, -583686.292747
9725, 389.000000, -589112.745346, 5829.685502, -583283.059844
9726, 389.040000, -589950.855027, 5854.075420, -584096.779607
9727, 389.080000, -593633.502893, 5905.426352, -587728.076541
9728, 389.120000, -593875.650626, 5940.515108, -587935.135518
9729, 389.160000, -592952.617059, 5889.220011, -587063.397049
9730, 389.200000, -592539.365350, 5822.747402, -586716.617949
9731, 389.240000, -590970.001115, 5806.204744, -585163.796371
9732, 389.280000, -590281.560695, 5805.885338, -584475.675356
9733, 389.320000, -593007.325781, 5824.717916, -587182.607865
9734, 389.360000, -593742.961681, 5865.474819, -587877.486862
9735, 389.400000, -594249.824370, 5908.025315, -588341.799055
9736, 389.440000, -593962.448510, 5918.234216, -588044.214294
9737, 389.480000, -592775.471688, 5905.348782, -586870.122905
9738, 389.520000, -594203.277095, 5885.271595, -588318.005500
9739, 389.560000, -595880.586418, 5908.417609, -589972.168809
9740, 389.600000, -592048.197473, 5922.758480, -586125.438993
9741, 389.640000, -589704.376894, 5926.387114, -583777.989780
9742, 389.680000, -589943.713099, 5899.779129, -584043.933969
9743, 389.720000, -591280.621060, 5879.192630, -585401.428429
9744, 389.760000, -591325.887282, 5901.607981, -585424.279302
9745, 389.800000, -590907.867956, 5861.643638, -585046.224318
9746, 389.840000, -591431.662297, 5784.288383, -585647.373914
9747, 389.880000, -592283.543693, 5706.879365, -586576.664328
9748, 389.920000, -591019.923861, 5681.331487, -585338.592375
9749, 389.960000, -594618.732259, 5733.079805, -588885.652454
9750, 390.000000, -593334.454630, 5766.344180, -587568.110449
9751, 390.040000, -594207.308458, 5788.704071, -588418.604387
9752, 390.080000, -594780.354600, 5822.179173, -588958.175428
9753, 390.120000, -591602.832558, 5817.816627, -585785.015931
9754, 390.160000, -590517.425482, 5827.900479, -584689.525002
9755, 390.200000, -591434.586719, 5833.823832, -585600.762888
9756, 390.240000, -591111.568306, 5799.147707, -585312.420599
9757, 390.280000, -591061.751593, 5779.654220, -585282.097372
9758, 390.320000, -590145.415401, 5835.507365, -584309.908036
9759, 390.360000, -590599.761535, 5875.557155, -584724.204380
9760, 390.400000, -591393.579203, 5876.885299, -585516.693904
9761, 390.440000, -592133.487222, 5931.513737, -586201.973486
9762, 390.480000, -594212.782974, 5970.895658, -588241.887317
9763, 390.520000, -593096.378709, 5947.000566, -587149.378143
9764, 390.560000, -591992.498613, 5933.451999, -586059.046614
9765, 390.600000, -591976.288065, 5975.219260, -586001.068805
9766, 390.640000, -593309.828974, 5920.755084, -587389.073889
9767, 390.680000, -593693.101572, 5829.556385, -587863.545187
9768, 390.720000, -594115.592735, 5788.673122, -588326.919613
9769, 390.760000, -594177.890442, 5831.675214, -588346.215228
9770, 390.800000, -594752.358657, 5907.118580, -588845.240078
9771, 390.840000, -592824.575059, 5943.337378, -586881.237681
9772, 390.880000, -591381.631249, 5870.079079, -585511.552170
9773, 390.920000, -589802.160211, 5767.704721, -584034.455490
9774, 390.960000, -590785.769514, 5780.510045, -585005.259469
9775, 391.000000, -590572.648402, 5865.011167, -584707.637235
9776, 391.040000, -590450.300555, 5936.791879, -584513.508676
9777, 391.080000, -592982.306404, 5953.080312, -587029.226091
9778, 391.120000, -592629.069061, 5909.095976, -586719.973086
9779, 391.160000, -594132.360922, 5835.660711, -588296.700211
9780, 391.200000, -591363.651019, 5763.770319, -585599.880700
9781, 391.240000, -590293.553137, 5733.518754, -584560.034383
9782, 391.280000, -592515.574209, 5792.811359, -586722.762849
9783, 391.320000, -591705.643435, 5868.160712, -585837.482722
9784, 391.360000, -591671.974900, 5862.078217, -585809.896683
9785, 391.400000, -591150.673158, 5831.170139, -585319.503019
9786, 391.440000, -591240.465213, 5817.313361, -585423.151852
9787, 391.480000, -590210.007414, 5839.195797, -584370.811617
9788, 391.520000, -590259.970022, 5870.717091, -584389.252930
9789, 391.560000, -592847.973408, 5914.705046, -586933.268362
9790, 391.600000, -595258.626807, 5969.066046, -589289.560762
9791, 391.640000, -594927.844068, 5993.891014, -588933.953055
9792, 391.680000, -592317.552498, 5942.039759, -586375.512740
9793, 391.720000, -593847.901326, 5908.679178, -587939.222148
9794, 391.760000, -594657.934696, 5938.105763, -588719.828933
9795, 391.800000, -593333.754976, 5954.440374, -587379.314601
9796, 391.840000, -591861.223499, 5950.416974, -585910.806525
9797, 391.880000, -593837.116277, 5997.561230, -587839.555047
9798, 391.920000, -591502.352664, 6033.182071, -585469.170593
9799, 391.960000, -591065.371278, 6040.824610, -585024.546668
9800, 392.000000, -593830.593008, 6038.596184, -587791.996824
9801, 392.040000, -592018.256999, 5963.663646, -586054.593353
9802, 392.080000, -588969.854073, 5893.162555, -583076.691519
9803, 392.120000, -590689.515227, 5881.546442, -584807.968785
9804, 392.160000, -591763.336005, 5843.923038, -585919.412968
9805, 392.200000, -591952.239564, 5787.618265, -586164.621300
9806, 392.240000, -592473.960423, 5799.106218, -586674.854205
9807, 392.280000, -591528.048494, 5829.581865, -585698.466629
9808, 392.320000, -588564.410326, 5835.674804, -582728.735522
9809, 392.360000, -591035.460036, 5865.421934, -585170.038102
9810, 392.400000, -591577.742165, 5942.120924, -585635.621241
9811, 392.440000, -589760.617177, 5958.091828, -583802.525349
9812, 392.480000, -591914.858787, 5859.750954, -586055.107833
9813, 392.520000, -591107.477227, 5803.009202, -585304.468025
9814, 392.560000, -592278.923475, 5819.003031, -586459.920444
9815, 392.600000, -592381.524860, 5827.428356, -586554.096504
9816, 392.640000, -590692.023293, 5831.840329, -584860.182963
9817, 392.680000, -589564.740940, 5827.062720, -583737.678220
9818, 392.720000, -591387.047253, 5831.575296, -585555.471957
9819, 392.760000, -592716.916112, 5864.572776, -586852.343336
9820, 392.800000, -592419.856702, 5894.960027, -586524.896675
9821, 392.840000, -593536.754914, 5898.509258, -587638.245656
9822, 392.880000, -594382.551378, 5882.090050, -588500.461328
9823, 392.920000, -593471.361575, 5882.040487, -587589.321089
9824, 392.960000, -593176.691578, 5875.344937, -587301.346641
9825, 393.000000, -593936.363513, 5836.913997, -588099.449516
9826, 393.040000, -593415.462081, 5799.053307, -587616.408774
9827, 393.080000, -592175.779248, 5790.166828, -586385.612420
9828, 393.120000, -591168.226147, 5765.084372, -585403.141775
9829, 393.160000, -591350.256876, 5759.205561, -585591.051314
9830, 393.200000, -591363.659096, 5810.741852, -585552.917244
9831, 393.240000, -592605.536254, 5820.137038, -586785.399216
9832, 393.280000, -591022.212582, 5867.811023, -585154.401559
9833, 393.320000, -589114.582909, 5908.458460, -583206.124449
9834, 393.360000, -589869.709753, 5904.520392, -583965.189361
9835, 393.400000, -589682.623186, 5900.884352, -583781.738834
9836, 393.440000, -590283.205762, 5868.236932, -584414.968830
9837, 393.480000, -590536.309246, 5860.512626, -584675.796620
9838, 393.520000, -591697.924821, 5885.521089, -585812.403732
9839, 393.560000, -591804.774566, 5868.697009, -585936.077557
9840, 393.600000, -592645.922608, 5848.954516, -586796.968093
9841, 393.640000, -589427.678385, 5830.005535, -583597.672849
9842, 393.680000, -590413.694815, 5844.094682, -584569.600133
9843, 393.720000, -590084.636996, 5840.526306, -584244.110689
9844, 393.760000, -590999.996874, 5855.883768, -585144.113106
9845, 393.800000, -592111.980578, 5855.298789, -586256.681789
9846, 393.840000, -591796.352240, 5773.803598, -586022.548642
9847, 393.880000, -589994.656162, 5756.105996, -584238.550166
9848, 393.920000, -588966.636398, 5780.455598, -583186.180800
9849, 393.960000, -589207.101252, 5756.126029, -583450.975223
9850, 394.000000, -592088.629193, 5737.830849, -586350.798344
9851, 394.040000, -590516.482511, 5729.709349, -584786.773161
9852, 394.080000, -590383.577630, 5754.755721, -584628.821908
9853, 394.120000, -591614.695318, 5784.454912, -585830.240406
9854, 394.160000, -591512.812458, 5777.320594, -585735.491864
9855, 394.200000, -591872.259283, 5772.941976, -586099.317307
9856, 394.240000, -592350.949979, 5751.603156, -586599.346823
9857, 394.280000, -591919.035645, 5767.438030, -586151.597616
9858, 394.320000, -591185.494444, 5789.878957, -585395.615487
9859, 394.360000, -590423.278252, 5813.747958, -584609.530294
9860, 394.400000, -592660.706477, 5795.744070, -586864.962407
9861, 394.440000, -594024.672891, 5808.595021, -588216.077870
9862, 394.480000, -594756.120107, 5830.278872, -588925.841235
9863, 394.520000, -596112.273864, 5784.519682, -590327.754183
9864, 394.560000, -595084.849739, 5761.824286, -589323.025453
9865, 394.600000, -594432.553794, 5788.565111, -588643.988683
9866, 394.640000, -592771.155278, 5792.609176, -586978.546102
9867, 394.680000, -590783.618322, 5759.931712, -585023.686611
9868, 394.720000, -590455.658229, 5757.427811, -584698.230418
9869, 394.760000, -592374.911531, 5803.149508, -586571.762023
9870, 394.800000, -596778.516489, 5846.901660, -590931.614829
9871, 394.840000, -594821.751801, 5844.630919, -588977.120882
9872, 394.880000, -594936.223630, 5833.874972, -589102.348659
9873, 394.920000, -593968.796800, 5828.934687, -588139.862113
9874, 394.960000, -593453.748627, 5790.973959, -587662.774668
9875, 395.000000, -591808.192011, 5798.753754, -586009.438258
9876, 395.040000, -589915.035428, 5797.107287, -584117.928142
9877, 395.080000, -591767.489414, 5779.749607, -585987.739807
9878, 395.120000, -591437.171365, 5795.162932, -585642.008432
9879, 395.160000, -591479.724976, 5856.010606, -585623.714370
9880, 395.200000, -590531.648183, 5844.434822, -584687.213360
9881, 395.240000, -593467.344158, 5795.355596, -587671.988562
9882, 395.280000, -591987.392242, 5783.301487, -586204.090756
9883, 395.320000, -590261.554070, 5773.417705, -584488.136366
9884, 395.360000, -591592.859143, 5775.504945, -585817.354198
9885, 395.400000, -592856.248269, 5847.345549, -587008.902720
9886, 395.440000, -592946.929678, 5909.754442, -587037.175236
9887, 395.480000, -592981.173069, 5898.222963, -587082.950105
9888, 395.520000, -593090.182059, 5802.604236, -587287.577823
9889, 395.560000, -594125.499277, 5743.313114, -588382.186163
